date,state,parliament,gender,population ('000)
2020/01/01,Johor,P.161 Pulai,both,291.876
2020/01/01,Johor,P.161 Pulai,both,273.983
2020/01/01,Johor,P.161 Pulai,both,17.893
2020/01/01,Johor,P.161 Pulai,female,140.006
2020/01/01,Johor,P.161 Pulai,male,151.87
2021/01/01,Johor,P.161 Pulai,both,292.6
2021/01/01,Johor,P.161 Pulai,both,275.9
2021/01/01,Johor,P.161 Pulai,both,16.7
2021/01/01,Johor,P.161 Pulai,female,140.9
2021/01/01,Johor,P.161 Pulai,male,151.7
2022/01/01,Johor,P.161 Pulai,both,292.8
2022/01/01,Johor,P.161 Pulai,both,277.4
2022/01/01,Johor,P.161 Pulai,both,15.5
2022/01/01,Johor,P.161 Pulai,female,141.7
2022/01/01,Johor,P.161 Pulai,male,151.2
2020/01/01,Johor,P.162 Iskandar Puteri,both,447.697
2020/01/01,Johor,P.162 Iskandar Puteri,both,417.166
2020/01/01,Johor,P.162 Iskandar Puteri,both,30.531
2020/01/01,Johor,P.162 Iskandar Puteri,female,211.885
2020/01/01,Johor,P.162 Iskandar Puteri,male,235.812
2021/01/01,Johor,P.162 Iskandar Puteri,both,448.8
2021/01/01,Johor,P.162 Iskandar Puteri,both,420.3
2021/01/01,Johor,P.162 Iskandar Puteri,both,28.5
2021/01/01,Johor,P.162 Iskandar Puteri,female,213.3
2021/01/01,Johor,P.162 Iskandar Puteri,male,235.5
2022/01/01,Johor,P.162 Iskandar Puteri,both,449.2
2022/01/01,Johor,P.162 Iskandar Puteri,both,422.8
2022/01/01,Johor,P.162 Iskandar Puteri,both,26.4
2022/01/01,Johor,P.162 Iskandar Puteri,female,214.4
2022/01/01,Johor,P.162 Iskandar Puteri,male,234.8
2020/01/01,Johor,P.163 Kulai,both,287.404
2020/01/01,Johor,P.163 Kulai,both,241.054
2020/01/01,Johor,P.163 Kulai,both,46.35
2020/01/01,Johor,P.163 Kulai,female,129.936
2020/01/01,Johor,P.163 Kulai,male,157.468
2021/01/01,Johor,P.163 Kulai,both,288.1
2021/01/01,Johor,P.163 Kulai,both,244.3
2021/01/01,Johor,P.163 Kulai,both,43.8
2021/01/01,Johor,P.163 Kulai,female,130.9
2021/01/01,Johor,P.163 Kulai,male,157.3
2022/01/01,Johor,P.163 Kulai,both,288.3
2022/01/01,Johor,P.163 Kulai,both,247.2
2022/01/01,Johor,P.163 Kulai,both,41.1
2022/01/01,Johor,P.163 Kulai,female,131.5
2022/01/01,Johor,P.163 Kulai,male,156.9
2020/01/01,Johor,P.164 Pontian,both,81.778
2020/01/01,Johor,P.164 Pontian,both,77.47
2020/01/01,Johor,P.164 Pontian,both,4.308
2020/01/01,Johor,P.164 Pontian,female,38.956
2020/01/01,Johor,P.164 Pontian,male,42.822
2021/01/01,Johor,P.164 Pontian,both,82
2021/01/01,Johor,P.164 Pontian,both,78
2021/01/01,Johor,P.164 Pontian,both,4
2021/01/01,Johor,P.164 Pontian,female,39.2
2021/01/01,Johor,P.164 Pontian,male,42.8
2022/01/01,Johor,P.164 Pontian,both,82
2022/01/01,Johor,P.164 Pontian,both,78.4
2022/01/01,Johor,P.164 Pontian,both,3.7
2022/01/01,Johor,P.164 Pontian,female,39.4
2022/01/01,Johor,P.164 Pontian,male,42.6
2020/01/01,Johor,P.165 Tanjung Piai,both,91.54
2020/01/01,Johor,P.165 Tanjung Piai,both,82.513
2020/01/01,Johor,P.165 Tanjung Piai,both,9.027
2020/01/01,Johor,P.165 Tanjung Piai,female,41.115
2020/01/01,Johor,P.165 Tanjung Piai,male,50.425
2021/01/01,Johor,P.165 Tanjung Piai,both,91.8
2021/01/01,Johor,P.165 Tanjung Piai,both,83.3
2021/01/01,Johor,P.165 Tanjung Piai,both,8.4
2021/01/01,Johor,P.165 Tanjung Piai,female,41.4
2021/01/01,Johor,P.165 Tanjung Piai,male,50.4
2022/01/01,Johor,P.165 Tanjung Piai,both,91.8
2022/01/01,Johor,P.165 Tanjung Piai,both,84
2022/01/01,Johor,P.165 Tanjung Piai,both,7.8
2022/01/01,Johor,P.165 Tanjung Piai,female,41.6
2022/01/01,Johor,P.165 Tanjung Piai,male,50.2
